SITE,LOCATION,TREE,NEW TREE TAG,PRESSURE [MPa],SPECIES (common),SPECIES (sci),DATE COLLECTED,TIME COLLECTED,TIME MEASURED,TIME OF DAY,Paired Measure Day,AGE,WEATHER NOTES,WHAT MEASURED,TREE NOTES,SHOOT HEIGHT ABOVE GROUND SURFACE [m],VIEWER,INSTRUMENT,APPROXIMATE DBH (CM)
SAGEHORN,,209,168,2.25,,QUGA,8/26/2016,12:15,13:14,mid-day,8/26/2016,MATURE,"warm, breezy, clear skies",LEAF,"bagged in whirl-pack night before, then covered in tin foil",1.5-2.5,HAHM,DawsonPMS Chamber #3,
SAGEHORN,,NT ADJ,166,4.05,,QUGA,9/17/2016,6:15,6:30,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,NT ADJ,166,4.1,,QUGA,9/17/2016,6:15,6:42,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,NT ADJ,166,4.35,,QUGA,9/17/2016,6:15,6:45,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,1.9,,QUGA,9/17/2016,6:19,6:48,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,2,,QUGA,9/17/2016,6:19,6:50,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,2.05,,QUGA,9/17/2016,6:19,6:52,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,205,4,3.5,,QUGA,9/17/2016,6:06,6:55,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,205,4,3.7,,QUGA,9/17/2016,6:06,6:58,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,205,4,3.6,,QUGA,9/17/2016,6:06,7:00,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,207,1,2.56,,QUGA,9/17/2016,6:03,7:04,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,207,1,2.56,,QUGA,9/17/2016,6:03,7:06,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,207,1,2.65,,QUGA,9/17/2016,6:03,7:11,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,206,5,2.25,,QUGA,9/17/2016,6:08,7:14,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,206,5,2.35,,QUGA,9/17/2016,6:08,7:18,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,206,5,2.2,,QUGA,9/17/2016,6:08,7:21,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,208,167,2.65,,QUGA,9/17/2016,6:17,7:24,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,208,167,2.7,,QUGA,9/17/2016,6:17,7:28,pre-dawn,9/17/2016,MATURE,"clear, full moon, no sun, still, mid 50s F, a few very large mosquitoes, leaves noticeably warping, white spots, some shoots fall off easily from branch, minority turning red, ripe acorns beginning to fall",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,3.7,,QUGA,9/17/2016,11:34,11:47,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,3.65,,QUGA,9/17/2016,11:34,11:52,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,3.65,,QUGA,9/17/2016,11:34,11:56,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,206,5,3.6,,QUGA,9/17/2016,11:30,11:58,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,206,5,3.85,,QUGA,9/17/2016,11:30,12:02,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,206,5,4,,QUGA,9/17/2016,11:30,12:05,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,208,167,4.1,,QUGA,9/17/2016,11:36,12:08,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,208,167,4.3,,QUGA,9/17/2016,11:36,12:10,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,205,4,4.7,,QUGA,9/17/2016,11:25,12:13,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,205,4,5,,QUGA,9/17/2016,11:25,12:17,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,NT ADJ,166,4.9,,QUGA,9/17/2016,11:38,12:20,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,NT ADJ,166,5.05,,QUGA,9/17/2016,11:38,12:23,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,NT ADJ,166,5.05,,QUGA,9/17/2016,11:38,12:25,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,207,1,4.35,,QUGA,9/17/2016,11:22,12:28,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,207,1,4.6,,QUGA,9/17/2016,11:22,12:30,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,207,1,4.6,,QUGA,9/17/2016,11:22,12:35,mid-day,9/17/2016,MATURE,"warm, clear skies, slight breeze, sunny leaves, acorns falling",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #1,
SAGEHORN,,209,168,0.65,,QUGA,11/1/2016,11:50,13:00,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,209,168,0.9,,QUGA,11/1/2016,11:50,13:02,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,208,167,1.4,,QUGA,11/1/2016,11:47,13:05,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,0.9,,QUGA,11/1/2016,11:46,13:07,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,1.8,,QUGA,11/1/2016,11:46,13:09,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,205,4,2.2,,QUGA,11/1/2016,12:07,13:12,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,205,4,1.1,,QUGA,11/1/2016,12:07,13:14,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,207,1,1.7,,QUGA,11/1/2016,12:04,13:16,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,207,1,1.3,,QUGA,11/1/2016,12:04,13:18,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,206,5,1,,QUGA,11/1/2016,12:08,13:20,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,206,5,1.3,,QUGA,11/1/2016,12:08,13:22,mid-day,11/1/2016,MATURE,"warm to cool, leaves dry, part-sun to shade, good measurements",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,207,1,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,205,4,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,206,5,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,208,167,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,209,168,0,,QUGA,11/1/2016,7:45,8:30,pre-dawn,11/1/2016,MATURE,"misty, wet, cool, wet leaves, totally saturated ground, 23 mm rain overnite, leaves mostly green, some yellow brown, wet on surface of cut even after dabbing dry--- infer 0 water potential",SHOOT,,1.5-2.5,HAHM,DawsonPMS Chamber #2,
SAGEHORN,,204,3,1.8,,QUGA,9/14/2017,6:55,7:32,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,204,3,1.95,,QUGA,9/14/2017,6:55,7:32,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,205,4,3,,QUGA,9/14/2017,6:51,7:24,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,205,4,3.2,,QUGA,9/14/2017,6:51,7:24,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,208,167,2.2,,QUGA,9/14/2017,7:00,7:16,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,208,167,2.2,,QUGA,9/14/2017,7:00,7:16,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,3.6,,QUGA,9/14/2017,7:03,7:12,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,3.7,,QUGA,9/14/2017,7:03,7:12,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,206,5,1.7,,QUGA,9/14/2017,6:48,7:37,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,206,5,1.8,,QUGA,9/14/2017,6:48,7:37,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,207,1,2.2,,QUGA,9/14/2017,6:45,7:30,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,207,1,2.2,,QUGA,9/14/2017,6:45,7:30,pre-dawn,9/14/2017,MATURE,"48 degrees F, light clouds, still",SHOOT,,1.5-2.5,WJH,DawsonPMS Chamber #2,
SAGEHORN,,205,4,4.8,,QUGA,9/14/2017,11:10,11:18,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,205,4,4.7,,QUGA,9/14/2017,11:10,11:18,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,207,1,4.3,,QUGA,9/14/2017,11:04,11:25,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,207,1,4.6,,QUGA,9/14/2017,11:04,11:25,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,206,5,3.7,,QUGA,9/14/2017,11:15,11:30,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,206,5,3.85,,QUGA,9/14/2017,11:15,11:30,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,204,3,3.5,,QUGA,9/14/2017,11:05,11:33,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,204,3,3.5,,QUGA,9/14/2017,11:05,11:33,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,208,167,3.6,,QUGA,9/14/2017,11:25,11:37,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,208,167,4,,QUGA,9/14/2017,11:25,11:37,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,4.7,,QUGA,9/14/2017,11:20,11:41,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
SAGEHORN,,NT ADJ,166,4.8,,QUGA,9/14/2017,11:20,11:41,mid-day,9/14/2017,MATURE,"warm, sunny, full-sun leaves, slight breeze",SHOOT,,1.5-2.5,WB,DawsonPMS Chamber #2,
